name,Circuit_Size,execution_time_dense,execution_time_sabre,execution_time_noise_adaptive,execution_time_trivial,execution_time_satmap,execution_time_tb-olsq2,execution_time_toqm,execution_time_qmap_heuristic
alu-v1_29.qasm,37,0.0552012920379638,0.0418167114257812,0.0519576072692871,0.0507173538208007,6.248615980148315,3.787356376647949,0.0063495635986328125,0.0036602020263671875
mod5mils_65.qasm,35,0.06032395362854,0.0469057559967041,0.0345962047576904,0.062389850616455,5.653269052505493,3.3505666255950928,0.0032312870025634766,0.0028820037841796875
4mod5-v1_22.qasm,21,0.04274582862854,0.0330185890197753,0.0287268161773681,0.0558738708496093,4.069371700286865,3.017829179763794,0.002664327621459961,0.0027840137481689453
decod24-v2_43.qasm,52,0.0735621452331543,0.0507988929748535,0.0395636558532714,0.0744795799255371,5.983928203582764,3.6186530590057373,0.012467384338378906,0.0029692649841308594
ham3_102.qasm,20,0.0343949794769287,0.0569016933441162,0.039525032043457,0.0423409938812255,2.7560346126556396,2.980678081512451,0.004106998443603516,0.002719879150390625
4mod5-v1_24.qasm,36,0.0526895523071289,0.0492963790893554,0.0360312461853027,0.0581908226013183,5.712111949920654,3.103978395462036,0.04828143119812012,0.002937793731689453
rd32-v1_68.qasm,36,0.0572333335876464,0.0426876544952392,0.0318696498870849,0.0549523830413818,4.641554355621338,3.2304561138153076,0.003075122833251953,0.002987384796142578
alu-v4_37.qasm,37,0.0577785968780517,0.0457887649536132,0.0446345806121826,0.0560967922210693,7.6964240074157715,3.968156337738037,0.009752511978149414,0.002886533737182617
4mod5-bdd_287.qasm,70,0.086648941040039,0.0742089748382568,0.0827579498291015,0.0839009284973144,13.726442575454712,4.641226530075073,0.04729771614074707,0.0032341480255126953
xor5_254.qasm,7,0.0303497314453125,0.0228300094604492,0.0235402584075927,0.0246486663818359,2.2369723320007324,2.6829354763031006,0.002360105514526367,0.002649545669555664
4gt13-v1_93.qasm,68,0.0807027816772461,0.0600552558898925,0.0888068675994873,0.0684833526611328,10.383667230606079,3.776071310043335,0.058779001235961914,0.018459558486938477
graycode6_47.qasm,5,0.0249676704406738,0.0199739933013916,0.0186195373535156,0.0341615676879882,2.323143482208252,2.73539662361145,0.0025224685668945312,0.002613544464111328
rd32-v0_66.qasm,34,0.0601396560668945,0.0563459396362304,0.031733751296997,0.0486524105072021,4.696968078613281,3.1432838439941406,0.003187894821166992,0.002856016159057617
alu-v0_27.qasm,36,0.0591397285461425,0.0521929264068603,0.0629703998565673,0.0570850372314453,6.640129327774048,4.141902685165405,0.0070192813873291016,0.003000497817993164
decod24-v0_38.qasm,51,0.0554707050323486,0.0589406490325927,0.0406510829925537,0.0740156173706054,6.345745086669922,3.438304901123047,0.023406267166137695,0.002940654754638672
4gt11_82.qasm,27,0.0473432540893554,0.0406053066253662,0.0322585105895996,0.061802864074707,9.123759746551514,4.064711332321167,0.0033140182495117188,0.003201723098754883
ising_model_10.qasm,480,0.219440221786499,0.243408203125,0.2156751155853271,0.2482140064239502,55.002105712890625,8.227962732315063,0.004593849182128906,0.008059263229370117
alu-v2_33.qasm,37,0.0558676719665527,0.0447649955749511,0.0736315250396728,0.0535993576049804,6.940452337265015,3.769209861755371,0.014998912811279297,0.0031375885009765625
4mod5-v1_23.qasm,69,0.0740399360656738,0.0777068138122558,0.06351900100708,0.0997843742370605,11.891977787017822,4.6803178787231445,0.06100797653198242,0.0038759708404541016
4gt5_75.qasm,83,0.0827751159667968,0.0744991302490234,0.0875787734985351,0.0719316005706787,57.984211444854736,9.806663990020752,0.10153484344482422,0.0034041404724121094
4gt13_92.qasm,66,0.0799598693847656,0.0597655773162841,0.0649130344390869,0.096257209777832,9.84977102279663,3.7650644779205322,0.11531615257263184,0.003425121307373047
decod24-v1_41.qasm,85,0.1075067520141601,0.0773537158966064,0.0886147022247314,0.1108255386352539,12.80186915397644,5.3979926109313965,0.07598876953125,0.0035066604614257812
miller_11.qasm,50,0.0444235801696777,0.0510053634643554,0.0406689643859863,0.1135401725769043,5.211551904678345,3.3921256065368652,0.08553218841552734,0.003010988235473633
4mod5-v0_18.qasm,69,0.0700128078460693,0.0606353282928466,0.055356740951538,0.0853738784790039,30.69131374359131,5.049531936645508,0.03623604774475098,0.003254413604736328
